State,Date,Doses
Haryana,05/03/2021,353760
Haryana,06/03/2021,364996
Haryana,07/03/2021,365652
Haryana,08/03/2021,398307
Haryana,09/03/2021,432755
Haryana,10/03/2021,451769
Haryana,11/03/2021,461696
Haryana,12/03/2021,501916
Haryana,13/03/2021,520425
Haryana,14/03/2021,522363
Haryana,15/03/2021,522778
Haryana,16/03/2021,748896
Haryana,17/03/2021,763095
Himachal Pradesh,16/01/2021,1517
Himachal Pradesh,18/01/2021,4817
Himachal Pradesh,19/01/2021,5049
Himachal Pradesh,20/01/2021,5094
Himachal Pradesh,21/01/2021,5790
Himachal Pradesh,22/01/2021,9609
Himachal Pradesh,23/01/2021,13544
Himachal Pradesh,24/01/2021,13544
Himachal Pradesh,25/01/2021,13544
Himachal Pradesh,26/01/2021,13544
Himachal Pradesh,27/01/2021,14054
Himachal Pradesh,28/01/2021,18848
Himachal Pradesh,29/01/2021,22918
Himachal Pradesh,30/01/2021,27734
Himachal Pradesh,31/01/2021,27734
Himachal Pradesh,01/02/2021,33434
Himachal Pradesh,02/02/2021,39570
Himachal Pradesh,03/02/2021,43926
Himachal Pradesh,04/02/2021,48360
Himachal Pradesh,05/02/2021,51555
Himachal Pradesh,06/02/2021,54573
Himachal Pradesh,07/02/2021,54573
Himachal Pradesh,08/02/2021,58031
Himachal Pradesh,09/02/2021,61271
Himachal Pradesh,10/02/2021,66101
Himachal Pradesh,11/02/2021,72191
Himachal Pradesh,12/02/2021,79166
Himachal Pradesh,13/02/2021,81957
Himachal Pradesh,14/02/2021,81957
Himachal Pradesh,15/02/2021,84294
Himachal Pradesh,16/02/2021,87132
Himachal Pradesh,17/02/2021,91805
Himachal Pradesh,18/02/2021,158939
Himachal Pradesh,19/02/2021,164024
Himachal Pradesh,20/02/2021,106973
Himachal Pradesh,21/02/2021,107197
Himachal Pradesh,22/02/2021,108690
Himachal Pradesh,23/02/2021,110279
Himachal Pradesh,24/02/2021,111699
Himachal Pradesh,25/02/2021,117764
Himachal Pradesh,26/02/2021,122428
Himachal Pradesh,27/02/2021,122428
Himachal Pradesh,28/02/2021,122428
Himachal Pradesh,01/03/2021,128093
Himachal Pradesh,02/03/2021,134004
Himachal Pradesh,03/03/2021,140098
Himachal Pradesh,04/03/2021,149904
Himachal Pradesh,05/03/2021,159871
Himachal Pradesh,06/03/2021,167981
Himachal Pradesh,07/03/2021,170453
Himachal Pradesh,08/03/2021,179244
Himachal Pradesh,09/03/2021,203367
Himachal Pradesh,10/03/2021,213581
Himachal Pradesh,11/03/2021,214288
Himachal Pradesh,12/03/2021,236593
Himachal Pradesh,13/03/2021,243459
Himachal Pradesh,14/03/2021,245092
Himachal Pradesh,15/03/2021,435354
Himachal Pradesh,16/03/2021,295678
Himachal Pradesh,17/03/2021,305825
Jammu and Kashmir,16/01/2021,2044
Jammu and Kashmir,18/01/2021,3375
Jammu and Kashmir,19/01/2021,4395
Jammu and Kashmir,20/01/2021,4414
Jammu and Kashmir,21/01/2021,6847
Jammu and Kashmir,22/01/2021,9827
Jammu and Kashmir,23/01/2021,11647
Jammu and Kashmir,24/01/2021,11647
Jammu and Kashmir,25/01/2021,16173
Jammu and Kashmir,26/01/2021,16173
Jammu and Kashmir,27/01/2021,16331
Jammu and Kashmir,28/01/2021,22401
Jammu and Kashmir,29/01/2021,26634
Jammu and Kashmir,30/01/2021,26634
Jammu and Kashmir,31/01/2021,26634
Jammu and Kashmir,01/02/2021,26634
Jammu and Kashmir,02/02/2021,26634
Jammu and Kashmir,03/02/2021,26634
Jammu and Kashmir,04/02/2021,34475
Jammu and Kashmir,05/02/2021,41624
Jammu and Kashmir,06/02/2021,49419
Jammu and Kashmir,07/02/2021,49419
Jammu and Kashmir,08/02/2021,61035
Jammu and Kashmir,09/02/2021,74219
Jammu and Kashmir,10/02/2021,74219
Jammu and Kashmir,11/02/2021,93570
Jammu and Kashmir,12/02/2021,111470
Jammu and Kashmir,13/02/2021,129629
Jammu and Kashmir,14/02/2021,129629
Jammu and Kashmir,15/02/2021,147449
Jammu and Kashmir,16/02/2021,162266
Jammu and Kashmir,17/02/2021,162266
Jammu and Kashmir,18/02/2021,181551
Jammu and Kashmir,19/02/2021,195122
Jammu and Kashmir,20/02/2021,207426
Jammu and Kashmir,21/02/2021,207426
Jammu and Kashmir,22/02/2021,219859
Jammu and Kashmir,23/02/2021,228195
Jammu and Kashmir,24/02/2021,228195
Jammu and Kashmir,25/02/2021,243885
Jammu and Kashmir,26/02/2021,257072
Jammu and Kashmir,27/02/2021,257072
Jammu and Kashmir,28/02/2021,257072
Jammu and Kashmir,01/03/2021,268556
Jammu and Kashmir,02/03/2021,280141
Jammu and Kashmir,03/03/2021,280141
Jammu and Kashmir,04/03/2021,299418
Jammu and Kashmir,05/03/2021,318648
Jammu and Kashmir,06/03/2021,339224
Jammu and Kashmir,07/03/2021,339224
Jammu and Kashmir,08/03/2021,364801
Jammu and Kashmir,09/03/2021,392481
Jammu and Kashmir,10/03/2021,392369
Jammu and Kashmir,11/03/2021,393368
Jammu and Kashmir,12/03/2021,393819
Jammu and Kashmir,13/03/2021,436651
Jammu and Kashmir,14/03/2021,436651
Jammu and Kashmir,15/03/2021,701548
Jammu and Kashmir,16/03/2021,520296
Jammu and Kashmir,17/03/2021,520495
Jharkhand,16/01/2021,3096
Jharkhand,18/01/2021,6059
Jharkhand,19/01/2021,8824
Jharkhand,20/01/2021,11641
Jharkhand,21/01/2021,11641
Jharkhand,22/01/2021,14806
Jharkhand,23/01/2021,14806
Jharkhand,24/01/2021,14806
Jharkhand,25/01/2021,18413
Jharkhand,26/01/2021,18413
Jharkhand,27/01/2021,24020
Jharkhand,28/01/2021,24315
Jharkhand,29/01/2021,33119
Jharkhand,30/01/2021,40726
Jharkhand,31/01/2021,40860
Jharkhand,01/02/2021,48057
Jharkhand,02/02/2021,55671
Jharkhand,03/02/2021,67970
Jharkhand,04/02/2021,75205
Jharkhand,05/02/2021,85580
Jharkhand,06/02/2021,95934
Jharkhand,07/02/2021,106577
Jharkhand,08/02/2021,124505
Jharkhand,09/02/2021,143401
Jharkhand,10/02/2021,160492
Jharkhand,11/02/2021,174080
Jharkhand,12/02/2021,188095
Jharkhand,13/02/2021,200881
Jharkhand,14/02/2021,208391
Jharkhand,15/02/2021,221747
Jharkhand,16/02/2021,229413
Jharkhand,17/02/2021,240212
Jharkhand,18/02/2021,247447
Jharkhand,19/02/2021,256735
Jharkhand,20/02/2021,263959
Jharkhand,21/02/2021,266015
Jharkhand,22/02/2021,274733
Jharkhand,23/02/2021,282134
Jharkhand,24/02/2021,289872
Jharkhand,25/02/2021,299779
Jharkhand,26/02/2021,308208
Jharkhand,27/02/2021,308208
Jharkhand,28/02/2021,308208
Jharkhand,01/03/2021,316296
Jharkhand,02/03/2021,327579
Jharkhand,03/03/2021,344920
Jharkhand,04/03/2021,361482
Jharkhand,05/03/2021,382065
Jharkhand,06/03/2021,400122
Jharkhand,07/03/2021,406256
Jharkhand,08/03/2021,429593
Jharkhand,09/03/2021,454795
Jharkhand,10/03/2021,473087
Jharkhand,11/03/2021,489014
Jharkhand,12/03/2021,520034
Jharkhand,13/03/2021,546459
Jharkhand,14/03/2021,564641
Jharkhand,15/03/2021,567828
Jharkhand,16/03/2021,642316
Jharkhand,17/03/2021,680682
Karnataka,16/01/2021,13594
Karnataka,18/01/2021,66392
Karnataka,19/01/2021,80686
Karnataka,20/01/2021,121466
Karnataka,21/01/2021,138807
Karnataka,22/01/2021,184699
Karnataka,23/01/2021,188971
Karnataka,24/01/2021,191449
Karnataka,25/01/2021,231172
Karnataka,26/01/2021,231607
Karnataka,27/01/2021,267811
Karnataka,28/01/2021,286089
Karnataka,29/01/2021,307891
Karnataka,30/01/2021,315370
Karnataka,31/01/2021,315370
Karnataka,01/02/2021,316228
Karnataka,02/02/2021,316368
Karnataka,03/02/2021,316638
Karnataka,04/02/2021,330112
Karnataka,05/02/2021,360592
Karnataka,06/02/2021,386186
Karnataka,07/02/2021,388769
Karnataka,08/02/2021,415403
Karnataka,09/02/2021,441692
Karnataka,10/02/2021,464485
Karnataka,11/02/2021,477005
Karnataka,12/02/2021,491552
Karnataka,13/02/2021,496159
Karnataka,14/02/2021,496234
Karnataka,15/02/2021,512476
Karnataka,16/02/2021,534058
Karnataka,17/02/2021,565093
Karnataka,18/02/2021,582691
Karnataka,19/02/2021,629420
Karnataka,20/02/2021,654298
Karnataka,21/02/2021,655375
Karnataka,22/02/2021,693964
Karnataka,23/02/2021,727360
Karnataka,24/02/2021,765669
Karnataka,25/02/2021,789208
Karnataka,26/02/2021,818722
Karnataka,27/02/2021,818722
Karnataka,28/02/2021,818722
Karnataka,01/03/2021,823660
Karnataka,02/03/2021,836350
Karnataka,03/03/2021,857102
Karnataka,04/03/2021,879036
Karnataka,05/03/2021,909602
Karnataka,06/03/2021,939498
Karnataka,07/03/2021,939926
Karnataka,08/03/2021,1013195
Karnataka,09/03/2021,1071038
Karnataka,10/03/2021,1163844
Karnataka,11/03/2021,1183958
Karnataka,12/03/2021,1300162
Karnataka,13/03/2021,1357062
Karnataka,14/03/2021,1373224
Karnataka,15/03/2021,1374812
Karnataka,16/03/2021,1676300
Karnataka,17/03/2021,1927246
Kerala,16/01/2021,8062
Kerala,18/01/2021,15477
Kerala,19/01/2021,23855
Kerala,20/01/2021,24269
Kerala,21/01/2021,35173
Kerala,22/01/2021,47293
Kerala,23/01/2021,53529
Kerala,24/01/2021,53529
Kerala,25/01/2021,71973
Kerala,26/01/2021,71973
Kerala,27/01/2021,82970
Kerala,28/01/2021,106583
Kerala,29/01/2021,135835
Kerala,30/01/2021,158687
Kerala,31/01/2021,165171
Kerala,01/02/2021,193925
Kerala,02/02/2021,224846
Kerala,03/02/2021,246043
Kerala,04/02/2021,270992
Kerala,05/02/2021,286132
Kerala,06/02/2021,291852
Kerala,07/02/2021,292342
Kerala,08/02/2021,307998
Kerala,09/02/2021,322016
Kerala,10/02/2021,326246
Kerala,11/02/2021,333560
Kerala,12/02/2021,345197
Kerala,13/02/2021,356322
Kerala,14/02/2021,358575
Kerala,15/02/2021,370937
Kerala,16/02/2021,388256
Kerala,17/02/2021,395187
Kerala,18/02/2021,410849
Kerala,19/02/2021,425053
Kerala,20/02/2021,437893
Kerala,21/02/2021,438113
Kerala,22/02/2021,461929
Kerala,23/02/2021,476808
Kerala,24/02/2021,493269
Kerala,25/02/2021,530474
Kerala,26/02/2021,587311
Kerala,27/02/2021,587311
Kerala,28/02/2021,587311
Kerala,01/03/2021,625123
Kerala,02/03/2021,662713
Kerala,03/03/2021,701514
Kerala,04/03/2021,810847
Kerala,05/03/2021,902858
Kerala,06/03/2021,1003309
Kerala,07/03/2021,1020994
Kerala,08/03/2021,1129691
Kerala,09/03/2021,1233572
Kerala,10/03/2021,1289216
Kerala,11/03/2021,1346252
Kerala,12/03/2021,1469270
Kerala,13/03/2021,1541348
Kerala,14/03/2021,1548683
Kerala,15/03/2021,1550588
Kerala,16/03/2021,1836215
Kerala,17/03/2021,1891431
Ladakh,16/01/2021,79
Ladakh,18/01/2021,119
Ladakh,19/01/2021,119
Ladakh,20/01/2021,240
Ladakh,21/01/2021,240
Ladakh,22/01/2021,401
Ladakh,23/01/2021,558
Ladakh,24/01/2021,558
Ladakh,25/01/2021,670
Ladakh,26/01/2021,670
Ladakh,27/01/2021,818
Ladakh,28/01/2021,818
Ladakh,29/01/2021,989
Ladakh,30/01/2021,1128
Ladakh,31/01/2021,1128
Ladakh,01/02/2021,1234
Ladakh,02/02/2021,1234
Ladakh,03/02/2021,1511
Ladakh,04/02/2021,1511
Ladakh,05/02/2021,1745
Ladakh,06/02/2021,1987
Ladakh,07/02/2021,1987
Ladakh,08/02/2021,2234
Ladakh,09/02/2021,2309
Ladakh,10/02/2021,2536
Ladakh,11/02/2021,2761
Ladakh,12/02/2021,2854
Ladakh,13/02/2021,2981
Ladakh,14/02/2021,2981
Ladakh,15/02/2021,2981
Ladakh,16/02/2021,3649
Ladakh,17/02/2021,4146
Ladakh,18/02/2021,4726
Ladakh,19/02/2021,5363
Ladakh,20/02/2021,6231
Ladakh,21/02/2021,6427
Ladakh,22/02/2021,7220
Ladakh,23/02/2021,7979
Ladakh,24/02/2021,8947
Ladakh,25/02/2021,9501
Ladakh,26/02/2021,10055
Ladakh,27/02/2021,10055
Ladakh,28/02/2021,10055
Ladakh,01/03/2021,10055
Ladakh,02/03/2021,10055
Ladakh,03/03/2021,10478
Ladakh,04/03/2021,12884
Ladakh,05/03/2021,14499
Ladakh,06/03/2021,16734
Ladakh,07/03/2021,16734
Ladakh,08/03/2021,19308
Ladakh,09/03/2021,22232
Ladakh,10/03/2021,25438
Ladakh,11/03/2021,28431
Ladakh,12/03/2021,31047
Ladakh,13/03/2021,33650
Ladakh,14/03/2021,34140
Ladakh,15/03/2021,37707
Ladakh,16/03/2021,38532
Ladakh,17/03/2021,39946
Lakshadweep,16/01/2021,21
Lakshadweep,18/01/2021,201
Lakshadweep,19/01/2021,369
Lakshadweep,20/01/2021,369
Lakshadweep,21/01/2021,369
Lakshadweep,22/01/2021,552
Lakshadweep,23/01/2021,633
Lakshadweep,24/01/2021,633
Lakshadweep,25/01/2021,676
Lakshadweep,26/01/2021,676
Lakshadweep,27/01/2021,746
Lakshadweep,28/01/2021,746
Lakshadweep,29/01/2021,746
Lakshadweep,30/01/2021,807
Lakshadweep,31/01/2021,807
Lakshadweep,01/02/2021,807
Lakshadweep,02/02/2021,807
Lakshadweep,03/02/2021,807
Lakshadweep,04/02/2021,807
Lakshadweep,05/02/2021,831
Lakshadweep,06/02/2021,839
Lakshadweep,07/02/2021,839
Lakshadweep,08/02/2021,868
Lakshadweep,09/02/2021,920
Lakshadweep,10/02/2021,920
Lakshadweep,11/02/2021,920
Lakshadweep,12/02/2021,1776
Lakshadweep,13/02/2021,1776
Lakshadweep,14/02/2021,1776
Lakshadweep,15/02/2021,1776
Lakshadweep,16/02/2021,1924
Lakshadweep,17/02/2021,1924
Lakshadweep,18/02/2021,1924
Lakshadweep,19/02/2021,1924
Lakshadweep,20/02/2021,1924
Lakshadweep,21/02/2021,1924
Lakshadweep,22/02/2021,2924
Lakshadweep,23/02/2021,2964
Lakshadweep,24/02/2021,2983
Lakshadweep,25/02/2021,3041
Lakshadweep,26/02/2021,3078
Lakshadweep,27/02/2021,3078
Lakshadweep,28/02/2021,3078
Lakshadweep,01/03/2021,3212
Lakshadweep,02/03/2021,3216
Lakshadweep,03/03/2021,3216
Lakshadweep,04/03/2021,3216
Lakshadweep,05/03/2021,3300
Lakshadweep,06/03/2021,3470
Lakshadweep,07/03/2021,3470
Lakshadweep,08/03/2021,3638
Lakshadweep,09/03/2021,3968
Lakshadweep,10/03/2021,3968
Lakshadweep,11/03/2021,3968
Lakshadweep,12/03/2021,3968
Lakshadweep,13/03/2021,5093
Lakshadweep,14/03/2021,5093
Lakshadweep,15/03/2021,126665
Lakshadweep,16/03/2021,5508
Lakshadweep,17/03/2021,5791
Madhya Pradesh,16/01/2021,9219
Madhya Pradesh,18/01/2021,18174
Madhya Pradesh,19/01/2021,18174
Madhya Pradesh,20/01/2021,27770
Madhya Pradesh,21/01/2021,38278
Madhya Pradesh,22/01/2021,38278
Madhya Pradesh,23/01/2021,38278
Madhya Pradesh,24/01/2021,38278
Madhya Pradesh,25/01/2021,67083
Madhya Pradesh,26/01/2021,67083
Madhya Pradesh,27/01/2021,131679
Madhya Pradesh,28/01/2021,195187
Madhya Pradesh,29/01/2021,246181
Madhya Pradesh,30/01/2021,298376
Madhya Pradesh,31/01/2021,298376
Madhya Pradesh,01/02/2021,298376
Madhya Pradesh,02/02/2021,298376
Madhya Pradesh,03/02/2021,330722
Madhya Pradesh,04/02/2021,339386
Madhya Pradesh,05/02/2021,340625
Madhya Pradesh,06/02/2021,342016
Madhya Pradesh,07/02/2021,342016
Madhya Pradesh,08/02/2021,379251
Madhya Pradesh,09/02/2021,380285
Madhya Pradesh,10/02/2021,431702
Madhya Pradesh,11/02/2021,487271
Madhya Pradesh,12/02/2021,526095
Madhya Pradesh,13/02/2021,557105
Madhya Pradesh,14/02/2021,557105
Madhya Pradesh,15/02/2021,575728
Madhya Pradesh,16/02/2021,576610
Madhya Pradesh,17/02/2021,597537
Madhya Pradesh,18/02/2021,611640
Madhya Pradesh,19/02/2021,626391
Madhya Pradesh,20/02/2021,644583
Madhya Pradesh,21/02/2021,644583
Madhya Pradesh,22/02/2021,675401
Madhya Pradesh,23/02/2021,676960
Madhya Pradesh,24/02/2021,724350
Madhya Pradesh,25/02/2021,780465
Madhya Pradesh,26/02/2021,811316
Madhya Pradesh,27/02/2021,811316
Madhya Pradesh,28/02/2021,811316
Madhya Pradesh,01/03/2021,855097
Madhya Pradesh,02/03/2021,855097
Madhya Pradesh,03/03/2021,926206
Madhya Pradesh,04/03/2021,998891
Madhya Pradesh,05/03/2021,1009607
Madhya Pradesh,06/03/2021,1092767
Madhya Pradesh,07/03/2021,1092767
Madhya Pradesh,08/03/2021,1176332
Madhya Pradesh,09/03/2021,1182631
Madhya Pradesh,10/03/2021,1287974
Madhya Pradesh,11/03/2021,1287974
Madhya Pradesh,12/03/2021,1294814
Madhya Pradesh,13/03/2021,1465605
Madhya Pradesh,14/03/2021,1465605
Madhya Pradesh,15/03/2021,1468150
Madhya Pradesh,16/03/2021,1663861
Madhya Pradesh,17/03/2021,1866138
Maharashtra,16/01/2021,18328
Maharashtra,18/01/2021,18582
Maharashtra,19/01/2021,30247
Maharashtra,20/01/2021,52055
Maharashtra,21/01/2021,52393
Maharashtra,22/01/2021,74960
Maharashtra,23/01/2021,99885
Maharashtra,24/01/2021,99885
Maharashtra,25/01/2021,136901
Maharashtra,26/01/2021,136901
Maharashtra,27/01/2021,179509
Maharashtra,28/01/2021,220587
Maharashtra,29/01/2021,261320
Maharashtra,30/01/2021,269064
Maharashtra,31/01/2021,269064
Maharashtra,01/02/2021,310825
Maharashtra,02/02/2021,318744
Maharashtra,03/02/2021,354633
Maharashtra,04/02/2021,389577
Maharashtra,05/02/2021,434943
Maharashtra,06/02/2021,473480
Maharashtra,07/02/2021,473480
Maharashtra,08/02/2021,512476
Maharashtra,09/02/2021,536436
Maharashtra,10/02/2021,573681
Maharashtra,11/02/2021,608573
Maharashtra,12/02/2021,649660
Maharashtra,13/02/2021,682609
Maharashtra,14/02/2021,682933
Maharashtra,15/02/2021,713133
Maharashtra,16/02/2021,740831
Maharashtra,17/02/2021,781800
Maharashtra,18/02/2021,839566
Maharashtra,19/02/2021,860386
Maharashtra,20/02/2021,922728
Maharashtra,21/02/2021,926466
Maharashtra,22/02/2021,985955
Maharashtra,23/02/2021,1029363
Maharashtra,24/02/2021,1087111
Maharashtra,25/02/2021,1142290
Maharashtra,26/02/2021,1202180
Maharashtra,27/02/2021,1202180
Maharashtra,28/02/2021,1202180
Maharashtra,01/03/2021,1237004
Maharashtra,02/03/2021,1285081
Maharashtra,03/03/2021,1368909
Maharashtra,04/03/2021,1471450
Maharashtra,05/03/2021,1597458
Maharashtra,06/03/2021,1744420
Maharashtra,07/03/2021,1746065
Maharashtra,08/03/2021,1940369
Maharashtra,09/03/2021,2089146
Maharashtra,10/03/2021,2317696
Maharashtra,11/03/2021,2398401
Maharashtra,12/03/2021,2653357
Maharashtra,13/03/2021,2783323
Maharashtra,14/03/2021,2832150
Maharashtra,15/03/2021,2858692
Maharashtra,16/03/2021,3329387
Maharashtra,17/03/2021,3603424
Manipur,16/01/2021,585
Manipur,18/01/2021,978
Manipur,19/01/2021,111
Manipur,20/01/2021,1454
Manipur,21/01/2021,1454
Manipur,22/01/2021,1923
Manipur,23/01/2021,2319
Manipur,24/01/2021,2319
Manipur,25/01/2021,2485
Manipur,26/01/2021,2485
Manipur,27/01/2021,2855
Manipur,28/01/2021,2855
Manipur,29/01/2021,3399
Manipur,30/01/2021,3987
Manipur,31/01/2021,3987
Manipur,01/02/2021,4373
Manipur,02/02/2021,4739
Manipur,03/02/2021,5872
Manipur,04/02/2021,6095
Manipur,05/02/2021,6874
Manipur,06/02/2021,8256
Manipur,07/02/2021,8334
Manipur,08/02/2021,9989
Manipur,09/02/2021,11078
Manipur,10/02/2021,13747
Manipur,11/02/2021,15944
Manipur,12/02/2021,19563
Manipur,13/02/2021,22417
Manipur,14/02/2021,22895
Manipur,15/02/2021,25771
Manipur,16/02/2021,29038
Manipur,17/02/2021,33525
Manipur,18/02/2021,36735
Manipur,19/02/2021,40019
Manipur,20/02/2021,41926
Manipur,21/02/2021,41926
Manipur,22/02/2021,43597
Manipur,23/02/2021,45401
Manipur,24/02/2021,48232
Manipur,25/02/2021,51177
Manipur,26/02/2021,54965
Manipur,27/02/2021,54965
Manipur,28/02/2021,54965
Manipur,01/03/2021,56458
Manipur,02/03/2021,60396
Manipur,03/03/2021,64089
Manipur,04/03/2021,66423
Manipur,05/03/2021,69755
Manipur,06/03/2021,73414
Manipur,07/03/2021,73494
Manipur,08/03/2021,76829
Manipur,09/03/2021,79030
Manipur,10/03/2021,81412
Manipur,11/03/2021,83002
Manipur,12/03/2021,85654
Manipur,13/03/2021,86691
Manipur,14/03/2021,86691
Manipur,15/03/2021,293043
Manipur,16/03/2021,91730
Manipur,17/03/2021,94382
Meghalaya,16/01/2021,509
Meghalaya,18/01/2021,530
Meghalaya,19/01/2021,1037
Meghalaya,20/01/2021,1365
Meghalaya,21/01/2021,1785
Meghalaya,22/01/2021,2078
Meghalaya,23/01/2021,2236
Meghalaya,24/01/2021,2236
Meghalaya,25/01/2021,2748
Meghalaya,26/01/2021,2748
Meghalaya,27/01/2021,3249
Meghalaya,28/01/2021,3870
Meghalaya,29/01/2021,4200
Meghalaya,30/01/2021,4324
Meghalaya,31/01/2021,4324
Meghalaya,01/02/2021,4564
Meghalaya,02/02/2021,4694
Meghalaya,03/02/2021,4806
Meghalaya,04/02/2021,5469
Meghalaya,05/02/2021,6213
Meghalaya,06/02/2021,6859
Meghalaya,07/02/2021,6859
Meghalaya,08/02/2021,7662
Meghalaya,09/02/2021,9069
Meghalaya,10/02/2021,9760
Meghalaya,11/02/2021,11642
Meghalaya,12/02/2021,12797
Meghalaya,13/02/2021,14089
Meghalaya,14/02/2021,14089
Meghalaya,15/02/2021,16223
Meghalaya,16/02/2021,18226
Meghalaya,17/02/2021,21691
Meghalaya,18/02/2021,22281
Meghalaya,19/02/2021,22901
Meghalaya,20/02/2021,24506
Meghalaya,21/02/2021,24506
Meghalaya,22/02/2021,26958
Meghalaya,23/02/2021,29390
Meghalaya,24/02/2021,29448
Meghalaya,25/02/2021,30210
Meghalaya,26/02/2021,32191
Meghalaya,27/02/2021,32191
Meghalaya,28/02/2021,32191
Meghalaya,01/03/2021,33122
Meghalaya,02/03/2021,34581
Meghalaya,03/03/2021,36212
Meghalaya,04/03/2021,37921
Meghalaya,05/03/2021,41924
Meghalaya,06/03/2021,44883
Meghalaya,07/03/2021,44950
Meghalaya,08/03/2021,47688
Meghalaya,09/03/2021,50348
Meghalaya,10/03/2021,52915
Meghalaya,11/03/2021,56087
Meghalaya,12/03/2021,58342
Meghalaya,13/03/2021,59914
Meghalaya,14/03/2021,59914
Meghalaya,15/03/2021,62903
Meghalaya,16/03/2021,65312
Meghalaya,17/03/2021,68510
Mizoram,16/01/2021,314
Mizoram,18/01/2021,554
Mizoram,19/01/2021,1091
Mizoram,20/01/2021,1508
Mizoram,21/01/2021,2537
Mizoram,22/01/2021,3657
Mizoram,23/01/2021,3979
Mizoram,24/01/2021,3979
Mizoram,25/01/2021,4852
Mizoram,26/01/2021,4852
Mizoram,27/01/2021,6142
Mizoram,28/01/2021,6728
Mizoram,29/01/2021,8497
Mizoram,30/01/2021,9346
Mizoram,31/01/2021,9346
Mizoram,01/02/2021,9932
Mizoram,02/02/2021,9932
Mizoram,03/02/2021,9995
Mizoram,04/02/2021,10044
Mizoram,05/02/2021,10555
Mizoram,06/02/2021,10937
Mizoram,07/02/2021,10937
Mizoram,08/02/2021,10937
Mizoram,09/02/2021,11046
Mizoram,10/02/2021,11046
Mizoram,11/02/2021,11046
Mizoram,12/02/2021,11332
Mizoram,13/02/2021,11568
Mizoram,14/02/2021,11754
Mizoram,15/02/2021,12557
Mizoram,16/02/2021,12557
Mizoram,17/02/2021,13561
Mizoram,18/02/2021,15115
Mizoram,19/02/2021,16634
Mizoram,20/02/2021,16868
Mizoram,21/02/2021,16868
Mizoram,22/02/2021,18801
Mizoram,23/02/2021,20805
Mizoram,24/02/2021,23674
Mizoram,25/02/2021,25831
Mizoram,26/02/2021,27656
Mizoram,27/02/2021,27656
Mizoram,28/02/2021,27656
Mizoram,01/03/2021,29513
Mizoram,02/03/2021,33466
Mizoram,03/03/2021,37386
Mizoram,04/03/2021,40058
Mizoram,05/03/2021,40975
Mizoram,06/03/2021,42197
Mizoram,07/03/2021,42197
Mizoram,08/03/2021,44090
Mizoram,09/03/2021,47161
Mizoram,10/03/2021,51087
Mizoram,11/03/2021,52866
Mizoram,12/03/2021,54231
Mizoram,13/03/2021,54787
Mizoram,14/03/2021,54787
Mizoram,15/03/2021,170348
Mizoram,16/03/2021,59344
Mizoram,17/03/2021,60063
Nagaland,16/01/2021,561
Nagaland,18/01/2021,1436
Nagaland,19/01/2021,2286
Nagaland,20/01/2021,2988
Nagaland,21/01/2021,3187
Nagaland,22/01/2021,3443
Nagaland,23/01/2021,3443
Nagaland,24/01/2021,3443
Nagaland,25/01/2021,3675
Nagaland,26/01/2021,3675
Nagaland,27/01/2021,3973
Nagaland,28/01/2021,3973
Nagaland,29/01/2021,3973
Nagaland,30/01/2021,3993
Nagaland,31/01/2021,3993
Nagaland,01/02/2021,3998
Nagaland,02/02/2021,4093
Nagaland,03/02/2021,4244
Nagaland,04/02/2021,4405
Nagaland,05/02/2021,4515
Nagaland,06/02/2021,4535
Nagaland,07/02/2021,4535
Nagaland,08/02/2021,4973
Nagaland,09/02/2021,5826
Nagaland,10/02/2021,7167
Nagaland,11/02/2021,8371
Nagaland,12/02/2021,9125
Nagaland,13/02/2021,9684
Nagaland,14/02/2021,9818
Nagaland,15/02/2021,11942
Nagaland,16/02/2021,16234
Nagaland,17/02/2021,18252
Nagaland,18/02/2021,21059
Nagaland,19/02/2021,24022
Nagaland,20/02/2021,25435
Nagaland,21/02/2021,25435
Nagaland,22/02/2021,27809
Nagaland,23/02/2021,29804
Nagaland,24/02/2021,32336
Nagaland,25/02/2021,34116
Nagaland,26/02/2021,35303
Nagaland,27/02/2021,35303
Nagaland,28/02/2021,35303
Nagaland,01/03/2021,35830
Nagaland,02/03/2021,37110
Nagaland,03/03/2021,39576
