State,Date,Doses
Nagaland,04/03/2021,41140
Nagaland,05/03/2021,41895
Nagaland,06/03/2021,42669
Nagaland,07/03/2021,42669
Nagaland,08/03/2021,45469
Nagaland,09/03/2021,47679
Nagaland,10/03/2021,50281
Nagaland,11/03/2021,52980
Nagaland,12/03/2021,54026
Nagaland,13/03/2021,54575
Nagaland,14/03/2021,54715
Nagaland,15/03/2021,94385
Nagaland,16/03/2021,61200
Nagaland,17/03/2021,63148
Odisha,16/01/2021,13746
Odisha,18/01/2021,46506
Odisha,19/01/2021,55138
Odisha,20/01/2021,68743
Odisha,21/01/2021,113623
Odisha,22/01/2021,130007
Odisha,23/01/2021,152371
Odisha,24/01/2021,152371
Odisha,25/01/2021,177090
Odisha,26/01/2021,177090
Odisha,27/01/2021,178227
Odisha,28/01/2021,194058
Odisha,29/01/2021,205200
Odisha,30/01/2021,206424
Odisha,31/01/2021,206424
Odisha,01/02/2021,207462
Odisha,02/02/2021,208205
Odisha,03/02/2021,211346
Odisha,04/02/2021,234923
Odisha,05/02/2021,235680
Odisha,06/02/2021,275055
Odisha,07/02/2021,276323
Odisha,08/02/2021,315725
Odisha,09/02/2021,342254
Odisha,10/02/2021,361623
Odisha,11/02/2021,383023
Odisha,12/02/2021,399670
Odisha,13/02/2021,411939
Odisha,14/02/2021,412046
Odisha,15/02/2021,426790
Odisha,16/02/2021,428471
Odisha,17/02/2021,439390
Odisha,18/02/2021,482613
Odisha,19/02/2021,501713
Odisha,20/02/2021,533093
Odisha,21/02/2021,533093
Odisha,22/02/2021,566142
Odisha,23/02/2021,577646
Odisha,24/02/2021,584948
Odisha,25/02/2021,612802
Odisha,26/02/2021,618821
Odisha,27/02/2021,618821
Odisha,28/02/2021,618821
Odisha,01/03/2021,640735
Odisha,02/03/2021,668498
Odisha,03/03/2021,696758
Odisha,04/03/2021,754651
Odisha,05/03/2021,778730
Odisha,06/03/2021,822112
Odisha,07/03/2021,822112
Odisha,08/03/2021,907996
Odisha,09/03/2021,971925
Odisha,10/03/2021,1016936
Odisha,11/03/2021,1020207
Odisha,12/03/2021,1098111
Odisha,13/03/2021,1162949
Odisha,14/03/2021,1162949
Odisha,15/03/2021,1183759
Odisha,16/03/2021,1384942
Odisha,17/03/2021,1471316
Puducherry,16/01/2021,274
Puducherry,18/01/2021,554
Puducherry,19/01/2021,719
Puducherry,20/01/2021,759
Puducherry,21/01/2021,759
Puducherry,22/01/2021,1097
Puducherry,23/01/2021,1478
Puducherry,24/01/2021,1478
Puducherry,25/01/2021,1813
Puducherry,26/01/2021,1813
Puducherry,27/01/2021,1813
Puducherry,28/01/2021,1813
Puducherry,29/01/2021,2299
Puducherry,30/01/2021,2736
Puducherry,31/01/2021,2736
Puducherry,01/02/2021,2988
Puducherry,02/02/2021,3077
Puducherry,03/02/2021,3222
Puducherry,04/02/2021,3222
Puducherry,05/02/2021,3532
Puducherry,06/02/2021,3532
Puducherry,07/02/2021,3532
Puducherry,08/02/2021,3881
Puducherry,09/02/2021,4301
Puducherry,10/02/2021,4770
Puducherry,11/02/2021,4780
Puducherry,12/02/2021,5510
Puducherry,13/02/2021,6024
Puducherry,14/02/2021,6024
Puducherry,15/02/2021,6513
Puducherry,16/02/2021,6957
Puducherry,17/02/2021,7354
Puducherry,18/02/2021,8115
Puducherry,19/02/2021,9126
Puducherry,20/02/2021,10104
Puducherry,21/02/2021,10104
Puducherry,22/02/2021,10337
Puducherry,23/02/2021,10450
Puducherry,24/02/2021,10459
Puducherry,25/02/2021,10479
Puducherry,26/02/2021,11144
Puducherry,27/02/2021,11144
Puducherry,28/02/2021,11144
Puducherry,01/03/2021,11766
Puducherry,02/03/2021,12589
Puducherry,03/03/2021,14845
Puducherry,04/03/2021,16562
Puducherry,05/03/2021,17501
Puducherry,06/03/2021,18847
Puducherry,07/03/2021,18847
Puducherry,08/03/2021,20618
Puducherry,09/03/2021,22078
Puducherry,10/03/2021,24007
Puducherry,11/03/2021,25558
Puducherry,12/03/2021,27331
Puducherry,13/03/2021,29319
Puducherry,14/03/2021,29319
Puducherry,15/03/2021,382652
Puducherry,16/03/2021,34565
Puducherry,17/03/2021,37769
Punjab,16/01/2021,1319
Punjab,18/01/2021,3318
Punjab,19/01/2021,5567
Punjab,20/01/2021,7607
Punjab,21/01/2021,12532
Punjab,22/01/2021,21340
Punjab,23/01/2021,30319
Punjab,24/01/2021,31327
Punjab,25/01/2021,39418
Punjab,26/01/2021,39418
Punjab,27/01/2021,44708
Punjab,28/01/2021,50977
Punjab,29/01/2021,54988
Punjab,30/01/2021,57499
Punjab,31/01/2021,57499
Punjab,01/02/2021,59285
Punjab,02/02/2021,61381
Punjab,03/02/2021,63663
Punjab,04/02/2021,67861
Punjab,05/02/2021,72855
Punjab,06/02/2021,76430
Punjab,07/02/2021,76430
Punjab,08/02/2021,82127
Punjab,09/02/2021,87181
Punjab,10/02/2021,91669
Punjab,11/02/2021,97668
Punjab,12/02/2021,101861
Punjab,13/02/2021,103858
Punjab,14/02/2021,103858
Punjab,15/02/2021,107854
Punjab,16/02/2021,111952
Punjab,17/02/2021,115282
Punjab,18/02/2021,121774
Punjab,19/02/2021,129470
Punjab,20/02/2021,136288
Punjab,21/02/2021,136796
Punjab,22/02/2021,148066
Punjab,23/02/2021,157585
Punjab,24/02/2021,166693
Punjab,25/02/2021,181892
Punjab,26/02/2021,190800
Punjab,27/02/2021,190800
Punjab,28/02/2021,190800
Punjab,01/03/2021,200044
Punjab,02/03/2021,209370
Punjab,03/03/2021,221415
Punjab,04/03/2021,235698
Punjab,05/03/2021,252855
Punjab,06/03/2021,266977
Punjab,07/03/2021,268445
Punjab,08/03/2021,288104
Punjab,09/03/2021,307545
Punjab,10/03/2021,324667
Punjab,11/03/2021,330945
Punjab,12/03/2021,350687
Punjab,13/03/2021,368130
Punjab,14/03/2021,368464
Punjab,15/03/2021,399042
Punjab,16/03/2021,418671
Punjab,17/03/2021,441390
Rajasthan,16/01/2021,9279
Rajasthan,18/01/2021,23546
Rajasthan,19/01/2021,30761
Rajasthan,20/01/2021,32379
Rajasthan,21/01/2021,32379
Rajasthan,22/01/2021,43947
Rajasthan,23/01/2021,67270
Rajasthan,24/01/2021,93525
Rajasthan,25/01/2021,161116
Rajasthan,26/01/2021,161332
Rajasthan,27/01/2021,237137
Rajasthan,28/01/2021,257833
Rajasthan,29/01/2021,324973
Rajasthan,30/01/2021,329611
Rajasthan,31/01/2021,330797
Rajasthan,01/02/2021,333930
Rajasthan,02/02/2021,339218
Rajasthan,03/02/2021,363521
Rajasthan,04/02/2021,384810
Rajasthan,05/02/2021,414422
Rajasthan,06/02/2021,459652
Rajasthan,07/02/2021,460994
Rajasthan,08/02/2021,487848
Rajasthan,09/02/2021,491543
Rajasthan,10/02/2021,559990
Rajasthan,11/02/2021,590990
Rajasthan,12/02/2021,606694
Rajasthan,13/02/2021,609568
Rajasthan,14/02/2021,610088
Rajasthan,15/02/2021,627710
Rajasthan,16/02/2021,637021
Rajasthan,17/02/2021,760075
Rajasthan,18/02/2021,762913
Rajasthan,19/02/2021,799719
Rajasthan,20/02/2021,821059
Rajasthan,21/02/2021,821059
Rajasthan,22/02/2021,844893
Rajasthan,23/02/2021,878043
Rajasthan,24/02/2021,931222
Rajasthan,25/02/2021,950386
Rajasthan,26/02/2021,1023207
Rajasthan,27/02/2021,1023207
Rajasthan,28/02/2021,1023207
Rajasthan,01/03/2021,1109553
Rajasthan,02/03/2021,1261773
Rajasthan,03/03/2021,1490232
Rajasthan,04/03/2021,1609343
Rajasthan,05/03/2021,1891118
Rajasthan,06/03/2021,2131443
Rajasthan,07/03/2021,2136249
Rajasthan,08/03/2021,2326975
Rajasthan,09/03/2021,2387797
Rajasthan,10/03/2021,2510918
Rajasthan,11/03/2021,2511418
Rajasthan,12/03/2021,2698263
Rajasthan,13/03/2021,2894730
Rajasthan,14/03/2021,2898900
Rajasthan,15/03/2021,3151672
Rajasthan,16/03/2021,3347703
Rajasthan,17/03/2021,3684843
Sikkim,16/01/2021,120
Sikkim,18/01/2021,120
Sikkim,19/01/2021,350
Sikkim,20/01/2021,573
Sikkim,21/01/2021,773
Sikkim,22/01/2021,960
Sikkim,23/01/2021,960
Sikkim,24/01/2021,960
Sikkim,25/01/2021,1047
Sikkim,26/01/2021,1047
Sikkim,27/01/2021,1320
Sikkim,28/01/2021,1776
Sikkim,29/01/2021,2020
Sikkim,30/01/2021,2020
Sikkim,31/01/2021,2020
Sikkim,01/02/2021,2166
Sikkim,02/02/2021,2647
Sikkim,03/02/2021,3425
Sikkim,04/02/2021,4264
Sikkim,05/02/2021,5139
Sikkim,06/02/2021,5372
Sikkim,07/02/2021,5372
Sikkim,08/02/2021,6007
Sikkim,09/02/2021,6961
Sikkim,10/02/2021,7808
Sikkim,11/02/2021,8316
Sikkim,12/02/2021,8335
Sikkim,13/02/2021,8335
Sikkim,14/02/2021,8335
Sikkim,15/02/2021,8543
Sikkim,16/02/2021,9148
Sikkim,17/02/2021,9760
Sikkim,18/02/2021,10500
Sikkim,19/02/2021,11800
Sikkim,20/02/2021,12565
Sikkim,21/02/2021,12565
Sikkim,22/02/2021,14159
Sikkim,23/02/2021,15694
Sikkim,24/02/2021,16931
Sikkim,25/02/2021,17858
Sikkim,26/02/2021,18312
Sikkim,27/02/2021,18312
Sikkim,28/02/2021,18312
Sikkim,01/03/2021,19398
Sikkim,02/03/2021,20430
Sikkim,03/03/2021,21918
Sikkim,04/03/2021,24030
Sikkim,05/03/2021,26993
Sikkim,06/03/2021,28862
Sikkim,07/03/2021,28862
Sikkim,08/03/2021,32491
Sikkim,09/03/2021,35709
Sikkim,10/03/2021,39650
Sikkim,11/03/2021,43489
Sikkim,12/03/2021,46273
Sikkim,13/03/2021,46529
Sikkim,14/03/2021,46529
Sikkim,15/03/2021,49518
Sikkim,16/03/2021,51663
Sikkim,17/03/2021,54299
Tamil Nadu,16/01/2021,2945
Tamil Nadu,18/01/2021,16462
Tamil Nadu,19/01/2021,25251
Tamil Nadu,20/01/2021,33670
Tamil Nadu,21/01/2021,42947
Tamil Nadu,22/01/2021,51651
Tamil Nadu,23/01/2021,59226
Tamil Nadu,24/01/2021,61720
Tamil Nadu,25/01/2021,69027
Tamil Nadu,26/01/2021,73953
Tamil Nadu,27/01/2021,82039
Tamil Nadu,28/01/2021,88467
Tamil Nadu,29/01/2021,97126
Tamil Nadu,30/01/2021,105821
Tamil Nadu,31/01/2021,105821
Tamil Nadu,01/02/2021,112687
Tamil Nadu,02/02/2021,120745
Tamil Nadu,03/02/2021,133434
Tamil Nadu,04/02/2021,145928
Tamil Nadu,05/02/2021,157324
Tamil Nadu,06/02/2021,166408
Tamil Nadu,07/02/2021,166408
Tamil Nadu,08/02/2021,175027
Tamil Nadu,09/02/2021,185577
Tamil Nadu,10/02/2021,197392
Tamil Nadu,11/02/2021,211762
Tamil Nadu,12/02/2021,227542
Tamil Nadu,13/02/2021,247574
Tamil Nadu,14/02/2021,247574
Tamil Nadu,15/02/2021,269219
Tamil Nadu,16/02/2021,290248
Tamil Nadu,17/02/2021,309377
Tamil Nadu,18/02/2021,329817
Tamil Nadu,19/02/2021,350283
Tamil Nadu,20/02/2021,370846
Tamil Nadu,21/02/2021,370846
Tamil Nadu,22/02/2021,385600
Tamil Nadu,23/02/2021,400400
Tamil Nadu,24/02/2021,414827
Tamil Nadu,25/02/2021,429255
Tamil Nadu,26/02/2021,445328
Tamil Nadu,27/02/2021,445328
Tamil Nadu,28/02/2021,445328
Tamil Nadu,01/03/2021,480411
Tamil Nadu,02/03/2021,522054
Tamil Nadu,03/03/2021,588391
Tamil Nadu,04/03/2021,669417
Tamil Nadu,05/03/2021,761625
Tamil Nadu,06/03/2021,847097
Tamil Nadu,07/03/2021,847097
Tamil Nadu,08/03/2021,957348
Tamil Nadu,09/03/2021,1037824
Tamil Nadu,10/03/2021,1124724
Tamil Nadu,11/03/2021,1205185
Tamil Nadu,12/03/2021,1298251
Tamil Nadu,13/03/2021,1384184
Tamil Nadu,14/03/2021,1384184
Tamil Nadu,15/03/2021,1446655
Tamil Nadu,16/03/2021,1606931
Tamil Nadu,17/03/2021,1718313
Telangana,16/01/2021,3653
Telangana,18/01/2021,17408
Telangana,19/01/2021,69405
Telangana,20/01/2021,69405
Telangana,21/01/2021,97087
Telangana,22/01/2021,110031
Telangana,23/01/2021,110031
Telangana,24/01/2021,110031
Telangana,25/01/2021,130390
Telangana,26/01/2021,130425
Telangana,27/01/2021,130425
Telangana,28/01/2021,151246
Telangana,29/01/2021,166606
Telangana,30/01/2021,168606
Telangana,31/01/2021,168606
Telangana,01/02/2021,168771
Telangana,02/02/2021,170043
Telangana,03/02/2021,176732
Telangana,04/02/2021,188279
Telangana,05/02/2021,193667
Telangana,06/02/2021,209104
Telangana,07/02/2021,209104
Telangana,08/02/2021,229027
Telangana,09/02/2021,243665
Telangana,10/02/2021,258122
Telangana,11/02/2021,270615
Telangana,12/02/2021,278250
Telangana,13/02/2021,282188
Telangana,14/02/2021,282188
Telangana,15/02/2021,293442
Telangana,16/02/2021,332847
Telangana,17/02/2021,333235
Telangana,18/02/2021,353113
Telangana,19/02/2021,366328
Telangana,20/02/2021,368132
Telangana,21/02/2021,368132
Telangana,22/02/2021,387301
Telangana,23/02/2021,387549
Telangana,24/02/2021,389970
Telangana,25/02/2021,398078
Telangana,26/02/2021,419791
Telangana,27/02/2021,419791
Telangana,28/02/2021,419791
Telangana,01/03/2021,424274
Telangana,02/03/2021,435329
Telangana,03/03/2021,450803
Telangana,04/03/2021,472010
Telangana,05/03/2021,486049
Telangana,06/03/2021,510904
Telangana,07/03/2021,510904
Telangana,08/03/2021,556978
Telangana,09/03/2021,594178
Telangana,10/03/2021,623634
Telangana,11/03/2021,623634
Telangana,12/03/2021,623634
Telangana,13/03/2021,647167
Telangana,14/03/2021,675916
Telangana,15/03/2021,694811
Telangana,16/03/2021,742019
Telangana,17/03/2021,779915
Tripura,16/01/2021,355
Tripura,18/01/2021,1736
Tripura,19/01/2021,3734
Tripura,20/01/2021,3734
Tripura,21/01/2021,9272
Tripura,22/01/2021,14252
Tripura,23/01/2021,14252
Tripura,24/01/2021,14252
Tripura,25/01/2021,19698
Tripura,26/01/2021,19698
Tripura,27/01/2021,19698
Tripura,28/01/2021,24302
Tripura,29/01/2021,27617
Tripura,30/01/2021,29796
Tripura,31/01/2021,29796
Tripura,01/02/2021,31190
Tripura,02/02/2021,32196
Tripura,03/02/2021,32340
Tripura,04/02/2021,35191
Tripura,05/02/2021,37359
Tripura,06/02/2021,40347
Tripura,07/02/2021,40405
Tripura,08/02/2021,45674
Tripura,09/02/2021,51449
Tripura,10/02/2021,52908
Tripura,11/02/2021,59438
Tripura,12/02/2021,65288
Tripura,13/02/2021,69562
Tripura,14/02/2021,69562
Tripura,15/02/2021,75305
Tripura,16/02/2021,75415
Tripura,17/02/2021,77926
Tripura,18/02/2021,85796
Tripura,19/02/2021,92176
Tripura,20/02/2021,93956
Tripura,21/02/2021,93956
Tripura,22/02/2021,99320
Tripura,23/02/2021,102138
Tripura,24/02/2021,102752
Tripura,25/02/2021,108014
Tripura,26/02/2021,110978
Tripura,27/02/2021,110978
Tripura,28/02/2021,110978
Tripura,01/03/2021,113770
Tripura,02/03/2021,117869
Tripura,03/03/2021,119631
Tripura,04/03/2021,125814
Tripura,05/03/2021,132681
Tripura,06/03/2021,135221
Tripura,07/03/2021,135221
Tripura,08/03/2021,144674
Tripura,09/03/2021,152946
Tripura,10/03/2021,154910
Tripura,11/03/2021,156732
Tripura,12/03/2021,169109
Tripura,13/03/2021,172977
Tripura,14/03/2021,173490
Tripura,15/03/2021,194300
Tripura,16/03/2021,213483
Tripura,17/03/2021,223650
Uttar Pradesh,16/01/2021,21291
Uttar Pradesh,18/01/2021,22644
Uttar Pradesh,19/01/2021,22644
Uttar Pradesh,20/01/2021,22644
Uttar Pradesh,21/01/2021,22644
Uttar Pradesh,22/01/2021,123761
Uttar Pradesh,23/01/2021,123761
Uttar Pradesh,24/01/2021,123761
Uttar Pradesh,25/01/2021,123761
Uttar Pradesh,26/01/2021,123761
Uttar Pradesh,27/01/2021,123761
Uttar Pradesh,28/01/2021,294959
Uttar Pradesh,29/01/2021,463793
Uttar Pradesh,30/01/2021,463793
Uttar Pradesh,31/01/2021,463793
Uttar Pradesh,01/02/2021,463793
Uttar Pradesh,02/02/2021,463793
Uttar Pradesh,03/02/2021,463793
Uttar Pradesh,04/02/2021,589101
Uttar Pradesh,05/02/2021,673542
Uttar Pradesh,06/02/2021,673542
Uttar Pradesh,07/02/2021,673542
Uttar Pradesh,08/02/2021,673542
Uttar Pradesh,09/02/2021,673542
Uttar Pradesh,10/02/2021,673542
Uttar Pradesh,11/02/2021,763421
Uttar Pradesh,12/02/2021,858602
Uttar Pradesh,13/02/2021,858602
Uttar Pradesh,14/02/2021,858602
Uttar Pradesh,15/02/2021,934962
Uttar Pradesh,16/02/2021,934962
Uttar Pradesh,17/02/2021,934962
Uttar Pradesh,18/02/2021,1070895
Uttar Pradesh,19/02/2021,1152042
Uttar Pradesh,20/02/2021,1152042
Uttar Pradesh,21/02/2021,1152042
Uttar Pradesh,22/02/2021,1226775
Uttar Pradesh,23/02/2021,1226775
Uttar Pradesh,24/02/2021,1226775
Uttar Pradesh,25/02/2021,1370739
Uttar Pradesh,26/02/2021,1480983
Uttar Pradesh,27/02/2021,1480983
Uttar Pradesh,28/02/2021,1480983
Uttar Pradesh,01/03/2021,1488421
Uttar Pradesh,02/03/2021,1488421
Uttar Pradesh,03/03/2021,1488421
Uttar Pradesh,04/03/2021,1592712
Uttar Pradesh,05/03/2021,1701661
Uttar Pradesh,06/03/2021,1711715
Uttar Pradesh,07/03/2021,1711715
Uttar Pradesh,08/03/2021,1918329
Uttar Pradesh,09/03/2021,1935522
Uttar Pradesh,10/03/2021,1956508
Uttar Pradesh,11/03/2021,1959312
Uttar Pradesh,12/03/2021,2289466
Uttar Pradesh,13/03/2021,2314913
Uttar Pradesh,14/03/2021,2320154
Uttar Pradesh,15/03/2021,2588894
Uttar Pradesh,16/03/2021,3143272
Uttar Pradesh,17/03/2021,3246323
Uttarakhand,16/01/2021,2276
Uttarakhand,18/01/2021,4237
Uttarakhand,19/01/2021,6107
Uttarakhand,20/01/2021,6119
Uttarakhand,21/01/2021,8206
Uttarakhand,22/01/2021,10514
Uttarakhand,23/01/2021,10514
Uttarakhand,24/01/2021,10514
Uttarakhand,25/01/2021,14546
Uttarakhand,26/01/2021,14546
Uttarakhand,27/01/2021,14690
Uttarakhand,28/01/2021,19517
Uttarakhand,29/01/2021,25818
Uttarakhand,30/01/2021,28791
Uttarakhand,31/01/2021,31228
Uttarakhand,01/02/2021,37505
Uttarakhand,02/02/2021,43430
Uttarakhand,03/02/2021,54153
Uttarakhand,04/02/2021,62858
Uttarakhand,05/02/2021,70292
Uttarakhand,06/02/2021,73762
Uttarakhand,07/02/2021,74607
Uttarakhand,08/02/2021,79283
Uttarakhand,09/02/2021,85359
Uttarakhand,10/02/2021,90483
Uttarakhand,11/02/2021,97618
Uttarakhand,12/02/2021,104052
Uttarakhand,13/02/2021,108974
Uttarakhand,14/02/2021,110326
Uttarakhand,15/02/2021,116702
Uttarakhand,16/02/2021,121726
Uttarakhand,17/02/2021,126719
Uttarakhand,18/02/2021,130700
Uttarakhand,19/02/2021,135452
Uttarakhand,20/02/2021,138054
Uttarakhand,21/02/2021,138550
Uttarakhand,22/02/2021,143318
Uttarakhand,23/02/2021,147300
Uttarakhand,24/02/2021,151002
Uttarakhand,25/02/2021,154994
Uttarakhand,26/02/2021,161786
Uttarakhand,27/02/2021,161786
Uttarakhand,28/02/2021,161786
Uttarakhand,01/03/2021,165512
Uttarakhand,02/03/2021,174562
Uttarakhand,03/03/2021,185793
Uttarakhand,04/03/2021,206358
Uttarakhand,05/03/2021,225030
Uttarakhand,06/03/2021,242892
Uttarakhand,07/03/2021,243782
Uttarakhand,08/03/2021,266326
Uttarakhand,09/03/2021,289273
Uttarakhand,10/03/2021,304698
Uttarakhand,11/03/2021,307971
Uttarakhand,12/03/2021,337620
Uttarakhand,13/03/2021,355592
Uttarakhand,14/03/2021,357156
Uttarakhand,15/03/2021,387539
Uttarakhand,16/03/2021,418468
Uttarakhand,17/03/2021,437067
West Bengal,16/01/2021,9730
West Bengal,18/01/2021,29866
West Bengal,19/01/2021,42093
West Bengal,20/01/2021,46310
West Bengal,21/01/2021,53988
West Bengal,22/01/2021,84505
West Bengal,23/01/2021,84505
West Bengal,24/01/2021,84505
West Bengal,25/01/2021,122851
West Bengal,26/01/2021,122851
West Bengal,27/01/2021,158193
West Bengal,28/01/2021,187485
West Bengal,29/01/2021,221994
West Bengal,30/01/2021,243069
West Bengal,31/01/2021,243143
West Bengal,01/02/2021,266407
West Bengal,02/02/2021,288245
West Bengal,03/02/2021,301091
West Bengal,04/02/2021,320668
West Bengal,05/02/2021,344227
West Bengal,06/02/2021,354000
West Bengal,07/02/2021,354000
West Bengal,08/02/2021,377608
West Bengal,09/02/2021,404001
West Bengal,10/02/2021,427042
West Bengal,11/02/2021,453303
West Bengal,12/02/2021,485054
West Bengal,13/02/2021,515117
West Bengal,14/02/2021,516952
West Bengal,15/02/2021,555120
West Bengal,16/02/2021,556450
West Bengal,17/02/2021,573746
West Bengal,18/02/2021,607535
West Bengal,19/02/2021,650976
West Bengal,20/02/2021,683057
West Bengal,21/02/2021,689164
West Bengal,22/02/2021,743590
West Bengal,23/02/2021,801677
West Bengal,24/02/2021,886491
West Bengal,25/02/2021,993106
West Bengal,26/02/2021,1106181
West Bengal,27/02/2021,1106181
West Bengal,28/02/2021,1106181
West Bengal,01/03/2021,1124158
West Bengal,02/03/2021,1192882
West Bengal,03/03/2021,1279958
West Bengal,04/03/2021,1376553
West Bengal,05/03/2021,1487060
West Bengal,06/03/2021,1580799
West Bengal,07/03/2021,1591868
West Bengal,08/03/2021,1730022
West Bengal,09/03/2021,1889064
West Bengal,10/03/2021,2025599
West Bengal,11/03/2021,2092262
West Bengal,12/03/2021,2291486
West Bengal,13/03/2021,2421424
West Bengal,14/03/2021,2435983
West Bengal,15/03/2021,2608052
West Bengal,16/03/2021,2886955
West Bengal,17/03/2021,3017035
Miscellaneous,16/01/2021,0
Miscellaneous,18/01/2021,14017
Miscellaneous,19/01/2021,14017
Miscellaneous,20/01/2021,26940
Miscellaneous,21/01/2021,32297
Miscellaneous,22/01/2021,36926
Miscellaneous,23/01/2021,40144
Miscellaneous,24/01/2021,40284
Miscellaneous,25/01/2021,43625
Miscellaneous,26/01/2021,43675
Miscellaneous,27/01/2021,46325
Miscellaneous,28/01/2021,48401
Miscellaneous,29/01/2021,50078
Miscellaneous,30/01/2021,52120
Miscellaneous,31/01/2021,52120
Miscellaneous,01/02/2021,54019
Miscellaneous,02/02/2021,55606
Miscellaneous,03/02/2021,57212
Miscellaneous,04/02/2021,58406
Miscellaneous,05/02/2021,60507
Miscellaneous,06/02/2021,62057
Miscellaneous,07/02/2021,62057
Miscellaneous,08/02/2021,63510
Miscellaneous,09/02/2021,67238
Miscellaneous,10/02/2021,74366
Miscellaneous,11/02/2021,84999
Miscellaneous,12/02/2021,99509
Miscellaneous,13/02/2021,115272
Miscellaneous,14/02/2021,116448
Miscellaneous,15/02/2021,136322
Miscellaneous,16/02/2021,165375
Miscellaneous,17/02/2021,205300
Miscellaneous,18/02/2021,249012
Miscellaneous,19/02/2021,291760
Miscellaneous,20/02/2021,338147
Miscellaneous,21/02/2021,341572
Miscellaneous,22/02/2021,392177
Miscellaneous,23/02/2021,454293
Miscellaneous,24/02/2021,508454
Miscellaneous,25/02/2021,564478
Miscellaneous,26/02/2021,625744
Miscellaneous,27/02/2021,684463
Miscellaneous,28/02/2021,684463
Miscellaneous,01/03/2021,757658
Miscellaneous,02/03/2021,853064
Miscellaneous,03/03/2021,941959
Miscellaneous,04/03/2021,1025520
Miscellaneous,05/03/2021,1106180
Miscellaneous,06/03/2021,1172192
Miscellaneous,07/03/2021,1177622
Miscellaneous,08/03/2021,1228341
Miscellaneous,09/03/2021,1272081
Miscellaneous,10/03/2021,1305958
Miscellaneous,11/03/2021,1336715
Miscellaneous,12/03/2021,1361478
Miscellaneous,13/03/2021,1395616
Miscellaneous,14/03/2021,1396722
Miscellaneous,15/03/2021,1438216
Miscellaneous,16/03/2021,1484329
Miscellaneous,17/03/2021,1527272
Total,16/01/2021,191181
Total,18/01/2021,454049
Total,19/01/2021,630417
Total,20/01/2021,806484
Total,21/01/2021,1043534
Total,22/01/2021,1390592
Total,23/01/2021,1582201
Total,24/01/2021,1615504
Total,25/01/2021,2023809
Total,26/01/2021,2029480
Total,27/01/2021,2355979
Total,28/01/2021,2928053
Total,29/01/2021,3500027
Total,30/01/2021,3744334
Total,31/01/2021,3758843
Total,01/02/2021,3950156
Total,02/02/2021,4138918
Total,03/02/2021,4449552
Total,04/02/2021,4959445
Total,05/02/2021,5416849
Total,06/02/2021,5775322
Total,07/02/2021,5812362
Total,08/02/2021,6259008
Total,09/02/2021,6611561
Total,10/02/2021,7017114
Total,11/02/2021,7505010
Total,12/02/2021,7967647
Total,13/02/2021,8263858
Total,14/02/2021,8285295
Total,15/02/2021,8720822
Total,16/02/2021,8999230
Total,17/02/2021,9422228
Total,18/02/2021,10188007
Total,19/02/2021,10715204
Total,20/02/2021,11085173
Total,21/02/2021,11116854
Total,22/02/2021,11745552
Total,23/02/2021,12165598
Total,24/02/2021,12671163
Total,25/02/2021,13472643
Total,26/02/2021,14242547
Total,27/02/2021,14301266
Total,28/02/2021,14301266
Total,01/03/2021,14854136
Total,02/03/2021,15620749
Total,03/03/2021,16616048
Total,04/03/2021,18005503
Total,05/03/2021,19497704
Total,06/03/2021,20922344
Total,07/03/2021,20989010
Total,08/03/2021,23008733
Total,09/03/2021,24367906
Total,10/03/2021,25685011
Total,11/03/2021,26164920
Total,12/03/2021,28218457
Total,13/03/2021,29738409
Total,14/03/2021,29908038
Total,15/03/2021,32947432
Total,16/03/2021,35064536
Total,17/03/2021,37143255
